original,clean_legal_name,search_core_name,predecessor,status,successor,fdic_query_main,fdic_query_pred
Modern Bank,Modern Bank,Modern Bank,,Active,,NAME:*MODERN\ BANK*,
Monarch Bank,Monarch Bank,Monarch Bank,,Active,,NAME:*MONARCH\ BANK*,
Monona Bank,Monona Bank,Monona Bank,,Active,,NAME:*MONONA\ BANK*,
Monroe Bank,Monroe Bank,Monroe Bank,,Active,,NAME:*MONROE\ BANK*,
Monroe Bank & Trust,Monroe Bank & Trust,Monroe Bank & Trust,,Active,,NAME:*MONROE\ BANK\ TRUST*,
National Bank Holdings Corp,National Bank Holdings Corporation,National Bank Holdings,,Active,,NAME:*NATIONAL\ BANK\ HOLDINGS*,
National Bank Ltd,National Bank Limited,National Bank,,Active,,NAME:*NATIONAL\ BANK*,
National Bank for Development SAE [NBD],National Bank for Development SAE,National Bank for Development SAE,,Active,,NAME:*NATIONAL\ BANK\ FOR\ DEVELOPMENT\ SAE*,
NH Bank,NH Bank,NH Bank,,Active,,NAME:*NH\ BANK*,
NIBC,NIBC Bank N.V.,NIBC Bank,,Active,,NAME:*NIBC\ BANK*,
NM Rothschild & Sons Ltd [US],NM Rothschild & Sons Ltd,NM Rothschild & Sons,,Active,,NAME:*NM\ ROTHSCHILD\ SONS*,
NSBC Bank,NSBC Bank,NSBC Bank,,Active,,NAME:*NSBC\ BANK*,
Nanyang Commercial Bank San Francisco,Nanyang Commercial Bank,Nanyang Commercial Bank,,Active,,NAME:*NANYANG\ COMMERCIAL\ BANK*,
NatWest Bank NA,NatWest Bank N.A.,NatWest Bank,,Active,,NAME:*NATWEST\ BANK*,
NatWest Group,NatWest Group plc,NatWest Group,,Active,,NAME:*NATWEST\ GROUP*,
Nebraska Bank of Commerce,Nebraska Bank of Commerce,Nebraska Bank of Commerce,,Active,,NAME:*NEBRASKA\ BANK\ OF\ COMMERCE*,
Needham Bank,Needham Bank,Needham Bank,,Active,,NAME:*NEEDHAM\ BANK*,
Nevada First Bank,Nevada First Bank,Nevada First Bank,,Active,,NAME:*NEVADA\ FIRST\ BANK*,
Nevada State Bank,Nevada State Bank,Nevada State Bank,,Active,,NAME:*NEVADA\ STATE\ BANK*,
New Dominion Bank,New Dominion Bank,New Dominion Bank,,Active,,NAME:*NEW\ DOMINION\ BANK*,
New Mexico Bank & Trust,New Mexico Bank & Trust,New Mexico Bank & Trust,,Active,,NAME:*NEW\ MEXICO\ BANK\ TRUST*,
New York Commercial Bank,New York Commercial Bank,New York Commercial Bank,,Active,,NAME:*NEW\ YORK\ COMMERCIAL\ BANK*,
New York Community Bank,New York Community Bank,New York Community Bank,,Active,,NAME:*NEW\ YORK\ COMMUNITY\ BANK*,
New York Green Bank,New York Green Bank,New York Green Bank,,Active,,NAME:*NEW\ YORK\ GREEN\ BANK*,
New York Private Bank & Trust,New York Private Bank & Trust,New York Private Bank & Trust,,Active,,NAME:*NEW\ YORK\ PRIVATE\ BANK\ TRUST*,
NewAlliance Bank,NewAlliance Bank,NewAlliance Bank,,Active,,NAME:*NEWALLIANCE\ BANK*,
NewBridge Bank,NewBridge Bank,NewBridge Bank,,Active,,NAME:*NEWBRIDGE\ BANK*,
NewStar Financial Inc,NewStar Financial Inc,NewStar Financial,,Active,,NAME:*NEWSTAR\ FINANCIAL*,
NexBank SSB,NexBank SSB,NexBank SSB,,Active,,NAME:*NEXBANK\ SSB*,
Nextier Bank,Nextier Bank,Nextier Bank,,Active,,NAME:*NEXTIER\ BANK*,
Nicolet National Bank,Nicolet National Bank,Nicolet National Bank,,Active,,NAME:*NICOLET\ NATIONAL\ BANK*,
Nochu Bank,Nochu Bank,Nochu Bank,,Active,,NAME:*NOCHU\ BANK*,
Nomura Holdings Inc,Nomura Holdings Inc,Nomura Holdings,,Active,,NAME:*NOMURA\ HOLDINGS*,
North Carolina Bank & Trust,North Carolina Bank & Trust,North Carolina Bank & Trust,,Active,,NAME:*NORTH\ CAROLINA\ BANK\ TRUST*,
North Community Bank,North Community Bank,North Community Bank,,Active,,NAME:*NORTH\ COMMUNITY\ BANK*,
North Dallas Bank & Trust,North Dallas Bank & Trust,North Dallas Bank & Trust,,Active,,NAME:*NORTH\ DALLAS\ BANK\ TRUST*,
North Fork Bancorporation,North Fork Bancorporation,North Fork Bancorporation,,Active,,NAME:*NORTH\ FORK\ BANCORPORATION*,
North Fork Bank & Trust,North Fork Bank & Trust,North Fork Bank & Trust,,Active,,NAME:*NORTH\ FORK\ BANK\ TRUST*,
M&I Bank,M&I Bank,M&I Bank,,Acquired,,NAME:*MI\ BANK*,
M&I Marshall & Ilsley Bank,M&I Marshall & Ilsley Bank,M&I Marshall & Ilsley Bank,,Acquired,,NAME:*MI\ MARSHALL\ ILSLEY\ BANK*,
M&I Marshall Bank,M&I Marshall Bank,M&I Marshall Bank,,Acquired,,NAME:*MI\ MARSHALL\ BANK*,
M&T,M&T Bank,M&T Bank,,Active,,NAME:*MT\ BANK*,
M&T Bank,M&T Bank,M&T Bank,,Active,,NAME:*MT\ BANK*,
MB Financial,MB Financial Bank,MB Financial Bank,,Acquired,,NAME:*MB\ FINANCIAL\ BANK*,
MB Financial Bank NA,MB Financial Bank N.A.,MB Financial Bank,,Acquired,,NAME:*MB\ FINANCIAL\ BANK*,
MBank Alamo,MBank Alamo,MBank Alamo,,Acquired,,NAME:*MBANK\ ALAMO*,
Mega Bank,Mega Bank,Mega Bank,,Active,,NAME:*MEGA\ BANK*,
Mellon Bank,Mellon Bank,Mellon Bank,,Acquired,,NAME:*MELLON\ BANK*,
Mellon Bank NA,Mellon Bank N.A.,Mellon Bank,,Acquired,,NAME:*MELLON\ BANK*,
Mellon United National Bank,Mellon United National Bank,Mellon United National Bank,,Acquired,,NAME:*MELLON\ UNITED\ NATIONAL\ BANK*,
Mercantil Commercebank NA,Mercantil Commercebank N.A.,Mercantil Commercebank,,Acquired,,NAME:*MERCANTIL\ COMMERCEBANK*,
Mercantile Bancorporation Inc,Mercantile Bancorporation Inc,Mercantile Bancorporation,,Acquired,,NAME:*MERCANTILE\ BANCORPORATION*,
Mercantile Bank of Michigan,Mercantile Bank of Michigan,Mercantile Bank of Michigan,,Active,,NAME:*MERCANTILE\ BANK\ OF\ MICHIGAN*,
Mercantile Safe Deposit & Trust Co,Mercantile Safe Deposit & Trust Co,Mercantile Safe Deposit & Trust Co,,Acquired,,NAME:*MERCANTILE\ SAFE\ DEPOSIT\ TRUST\ CO*,
Mercantile Trust Co,Mercantile Trust Co,Mercantile Trust Co,,Acquired,,NAME:*MERCANTILE\ TRUST\ CO*,
Merchants Bank NA,Merchants Bank N.A.,Merchants Bank,,Active,,NAME:*MERCHANTS\ BANK*,
Merchants Bank of Indiana,Merchants Bank of Indiana,Merchants Bank of Indiana,,Active,,NAME:*MERCHANTS\ BANK\ OF\ INDIANA*,
Merchants Bank of New York,Merchants Bank of New York,Merchants Bank of New York,,Acquired,,NAME:*MERCHANTS\ BANK\ OF\ NEW\ YORK*,
Meridian Bank,Meridian Bank,Meridian Bank,,Active,,NAME:*MERIDIAN\ BANK*,
Merrill Lynch & Co Inc,"Merrill Lynch & Co., Inc.",Merrill Lynch Co,,Acquired,,NAME:*MERRILL\ LYNCH\ CO*,
Merrill Lynch Bank USA,Merrill Lynch Bank USA,Merrill Lynch Bank USA,,Acquired,,NAME:*MERRILL\ LYNCH\ BANK\ USA*,
MetaBank,MetaBank,MetaBank,,Active,,NAME:*METABANK*,
Metlife Bank NA,Metlife Bank N.A.,Metlife Bank,,Acquired,,NAME:*METLIFE\ BANK*,
Metro Bank of California,Metro Bank of California,Metro Bank of California,,Acquired,,NAME:*METRO\ BANK\ OF\ CALIFORNIA*,
MMG Bank Corp,MMG Bank Corp,MMG Bank,,Active,,NAME:*MMG\ BANK*,
MONETA Money Bank as,MONETA Money Bank,MONETA Money Bank,,Active,,NAME:*MONETA\ MONEY\ BANK*,
MPS Banca per l'Impresa SpA,MPS Banca per l'Impresa SpA,MPS Banca per l'Impresa,,Active,,NAME:*MPS\ BANCA\ PER\ LIMPRESA*,
MPS Banca per l'Impresa SpA [ex-MPS Merchant],MPS Banca per l'Impresa SpA,MPS Banca per l'Impresa,MPS Merchant,Active,,NAME:*MPS\ BANCA\ PER\ LIMPRESA*,NAME:*MPS\ MERCHANT*
Oak Valley Community Bank,Oak Valley Community Bank,Oak Valley Community Bank,,Active,,NAME:*OAK\ VALLEY\ COMMUNITY\ BANK*,
Oakwood Bank,Oakwood Bank,Oakwood Bank,,Active,,NAME:*OAKWOOD\ BANK*,
Oakworth Capital Bank,Oakworth Capital Bank,Oakworth Capital Bank,,Active,,NAME:*OAKWORTH\ CAPITAL\ BANK*,
Occidental Bank,Occidental Bank,Occidental Bank,,Acquired,,NAME:*OCCIDENTAL\ BANK*,
Ocean Bank,Ocean Bank,Ocean Bank,,Active,,NAME:*OCEAN\ BANK*,
OceanFirst Bank,OceanFirst Bank,OceanFirst Bank,,Active,,NAME:*OCEANFIRST\ BANK*,
Ohio State Bank,Ohio State Bank,Ohio State Bank,,Active,,NAME:*OHIO\ STATE\ BANK*,
Ohio Valley Bank,Ohio Valley Bank,Ohio Valley Bank,,Active,,NAME:*OHIO\ VALLEY\ BANK*,
Oklahoma Fidelity Bank,Oklahoma Fidelity Bank,Oklahoma Fidelity Bank,,Active,,NAME:*OKLAHOMA\ FIDELITY\ BANK*,
Old Forge Bank,Old Forge Bank,Old Forge Bank,,Active,,NAME:*OLD\ FORGE\ BANK*,
Old Line Bank,Old Line Bank,Old Line Bank,,Active,,NAME:*OLD\ LINE\ BANK*,
Old National Bancorp /IN/,Old National Bancorp,Old National Bancorp,,Active,,NAME:*OLD\ NATIONAL\ BANCORP*,
Old National Bank,Old National Bank,Old National Bank,,Active,,NAME:*OLD\ NATIONAL\ BANK*,
Old Plank Trail Community Bank,Old Plank Trail Community Bank,Old Plank Trail Community Bank,,Active,,NAME:*OLD\ PLANK\ TRAIL\ COMMUNITY\ BANK*,
Old Second Bancorp Inc,Old Second Bancorp Inc,Old Second Bancorp,,Active,,NAME:*OLD\ SECOND\ BANCORP*,
Old Second Bank,Old Second Bank,Old Second Bank,,Active,,NAME:*OLD\ SECOND\ BANK*,
Old Second National Bank,Old Second National Bank,Old Second National Bank,,Active,,NAME:*OLD\ SECOND\ NATIONAL\ BANK*,
One Community Bank,One Community Bank,One Community Bank,,Active,,NAME:*ONE\ COMMUNITY\ BANK*,
One National Bank,One National Bank,One National Bank,,Active,,NAME:*ONE\ NATIONAL\ BANK*,
One West Bank,One West Bank,One West Bank,,Acquired,,NAME:*ONE\ WEST\ BANK*,
Optum Bank Inc,Optum Bank Inc,Optum Bank,,Active,,NAME:*OPTUM\ BANK*,
Opus Bank,Opus Bank,Opus Bank,,Acquired,,NAME:*OPUS\ BANK*,
Orange Bank & Trust,Orange Bank & Trust,Orange Bank & Trust,,Active,,NAME:*ORANGE\ BANK\ TRUST*,
Oriental Bank,Oriental Bank,Oriental Bank,,Acquired,,NAME:*ORIENTAL\ BANK*,
Pathfinder Bank,Pathfinder Bank,Pathfinder Bank,,Active,,NAME:*PATHFINDER\ BANK*,
Pathward NA,Pathward NA,Pathward,,Active,,NAME:*PATHWARD*,
Patriot Bank,Patriot Bank,Patriot Bank,,Active,,NAME:*PATRIOT\ BANK*,
Peapack-Gladstone Bank,Peapack-Gladstone Bank,Peapack-Gladstone Bank,,Active,,NAME:*PEAPACKGLADSTONE\ BANK*,
Pegasus Bank,Pegasus Bank,Pegasus Bank,,Active,,NAME:*PEGASUS\ BANK*,
Penn Community Bank,Penn Community Bank,Penn Community Bank,,Active,,NAME:*PENN\ COMMUNITY\ BANK*,
Pioneer Savings Bank,Pioneer Savings Bank,Pioneer Savings Bank,,Active,,NAME:*PIONEER\ SAVINGS\ BANK*,
Plains Capital Bank,Plains Capital Bank,Plains Capital Bank,,Acquired,,NAME:*PLAINS\ CAPITAL\ BANK*,
PlainsCapital Bank,PlainsCapital Bank,PlainsCapital Bank,,Acquired,,NAME:*PLAINSCAPITAL\ BANK*,
Planters & Citizens Bank,Planters & Citizens Bank,Planters & Citizens Bank,,Active,,NAME:*PLANTERS\ CITIZENS\ BANK*,
Planters Bank,Planters Bank,Planters Bank,,Active,,NAME:*PLANTERS\ BANK*,
Poca Valley Bank Inc,Poca Valley Bank Inc,Poca Valley Bank,,Active,,NAME:*POCA\ VALLEY\ BANK*,
Poppy Bank,Poppy Bank,Poppy Bank,,Active,,NAME:*POPPY\ BANK*,
Popular Bank,Popular Bank,Popular Bank,,Active,,NAME:*POPULAR\ BANK*,
Popular Community Bank,Popular Community Bank,Popular Community Bank,,Active,,NAME:*POPULAR\ COMMUNITY\ BANK*,
Post Oak Bank,Post Oak Bank,Post Oak Bank,,Active,,NAME:*POST\ OAK\ BANK*,
Preferred Bank,Preferred Bank,Preferred Bank,,Active,,NAME:*PREFERRED\ BANK*,
Premier Bank,Premier Bank,Premier Bank,,Active,,NAME:*PREMIER\ BANK*,
Premier Farm Credit,Premier Farm Credit,Premier Farm Credit,,Active,,NAME:*PREMIER\ FARM\ CREDIT*,
Premier Valley Bank,Premier Valley Bank,Premier Valley Bank,,Active,,NAME:*PREMIER\ VALLEY\ BANK*,
Premier West Bank,Premier West Bank,Premier West Bank,,Active,,NAME:*PREMIER\ WEST\ BANK*,
Prima Express Bank,Prima Express Bank,Prima Express Bank,,Active,,NAME:*PRIMA\ EXPRESS\ BANK*,
Prime Bank,Prime Bank,Prime Bank,,Active,,NAME:*PRIME\ BANK*,
Primis Bank,Primis Bank,Primis Bank,,Active,,NAME:*PRIMIS\ BANK*,
Principal Bank,Principal Bank,Principal Bank,,Active,,NAME:*PRINCIPAL\ BANK*,
PriorityOne Bank,PriorityOne Bank,PriorityOne Bank,,Active,,NAME:*PRIORITYONE\ BANK*,
Prival Bank,Prival Bank,Prival Bank,,Active,,NAME:*PRIVAL\ BANK*,
Private Bank & Trust Co,Private Bank & Trust Co,Private Bank & Trust,,Active,,NAME:*PRIVATE\ BANK\ TRUST*,
PrivateBancorp Inc,PrivateBancorp Inc,PrivateBancorp,,Active,,NAME:*PRIVATEBANCORP*,
PrivateBank,PrivateBank,PrivateBank,,Active,,NAME:*PRIVATEBANK*,
PrivateBank & Trust Co,PrivateBank & Trust Co,PrivateBank & Trust,,Active,,NAME:*PRIVATEBANK\ TRUST*,
Proficio Bank,Proficio Bank,Proficio Bank,,Active,,NAME:*PROFICIO\ BANK*,
Progress Bank,Progress Bank,Progress Bank,,Active,,NAME:*PROGRESS\ BANK*,
Progressive Bank,Progressive Bank,Progressive Bank,,Active,,NAME:*PROGRESSIVE\ BANK*,
Prosperity Bancshares Inc,Prosperity Bancshares Inc,Prosperity Bancshares,,Active,,NAME:*PROSPERITY\ BANCSHARES*,
Prosperity Bank,Prosperity Bank,Prosperity Bank,,Active,,NAME:*PROSPERITY\ BANK*,
Provident Bancorp,Provident Bancorp,Provident Bancorp,,Active,,NAME:*PROVIDENT\ BANCORP*,
Provident Bank,Provident Bank,Provident Bank,,Active,,NAME:*PROVIDENT\ BANK*,
Provident Bank of New Jersey,Provident Bank of New Jersey,Provident Bank of New Jersey,,Active,,NAME:*PROVIDENT\ BANK\ OF\ NEW\ JERSEY*,
Pulaski Bank,Pulaski Bank,Pulaski Bank,,Active,,NAME:*PULASKI\ BANK*,
PyraMax Bank,PyraMax Bank,PyraMax Bank,,Active,,NAME:*PYRAMAX\ BANK*,
Quad Cities Bank & Trust,Quad Cities Bank & Trust,Quad Cities Bank & Trust,,Active,,NAME:*QUAD\ CITIES\ BANK\ TRUST*,
Quad City Bank & Trust Co,Quad City Bank & Trust Co,Quad City Bank & Trust Co,,Active,,NAME:*QUAD\ CITY\ BANK\ TRUST\ CO*,
RBC Bank USA (fka - RBC Centura Bank),RBC Bank USA,RBC Bank USA,RBC Centura Bank,Acquired,,NAME:*RBC\ BANK\ USA*,NAME:*RBC\ CENTURA\ BANK*
RBC Centura Bank,RBC Centura Bank,RBC Centura Bank,,Acquired,,NAME:*RBC\ CENTURA\ BANK*,
RBC Holding Inc,RBC Holding Inc,RBC Holding,,Active,,NAME:*RBC\ HOLDING*,
RBC Holdings Corp,RBC Holdings Corp,RBC Holdings,,Active,,NAME:*RBC\ HOLDINGS*,
PacWest,PacWest Bancorp,PacWest Bancorp,,Acquired,,NAME:*PACWEST\ BANCORP*,
PacWest Bancorp,PacWest Bancorp,PacWest Bancorp,,Acquired,,NAME:*PACWEST\ BANCORP*,
Pacific Capital Bank NA,Pacific Capital Bank NA,Pacific Capital Bank,,Active,,NAME:*PACIFIC\ CAPITAL\ BANK*,
Pacific Mercantile Bank,Pacific Mercantile Bank,Pacific Mercantile Bank,,Active,,NAME:*PACIFIC\ MERCANTILE\ BANK*,
Pacific National Bank,Pacific National Bank,Pacific National Bank,,Active,,NAME:*PACIFIC\ NATIONAL\ BANK*,
Pacific Premier Bank,Pacific Premier Bank,Pacific Premier Bank,,Active,,NAME:*PACIFIC\ PREMIER\ BANK*,
Pacific Western Bank,Pacific Western Bank,Pacific Western Bank,,Acquired,,NAME:*PACIFIC\ WESTERN\ BANK*,
Paducah Bank and Trust Co,Paducah Bank and Trust Co,Paducah Bank and Trust Co,,Active,,NAME:*PADUCAH\ BANK\ AND\ TRUST\ CO*,
Palatine Bank & Trust [PBT],Palatine Bank & Trust,Palatine Bank & Trust,,Active,,NAME:*PALATINE\ BANK\ TRUST*,
Paragon Bank,Paragon Bank,Paragon Bank,,Active,,NAME:*PARAGON\ BANK*,
Paragon Commercial Bank,Paragon Commercial Bank,Paragon Commercial Bank,,Active,,NAME:*PARAGON\ COMMERCIAL\ BANK*,
Park Avenue Bank,Park Avenue Bank,Park Avenue Bank,,Active,,NAME:*PARK\ AVENUE\ BANK*,
Park Bank,Park Bank,Park Bank,,Active,,NAME:*PARK\ BANK*,
Park National Bank,Park National Bank,Park National Bank,,Active,,NAME:*PARK\ NATIONAL\ BANK*,
Park Sterling Bank,Park Sterling Bank,Park Sterling Bank,,Active,,NAME:*PARK\ STERLING\ BANK*,
Parkside Financial Bank & Trust,Parkside Financial Bank & Trust,Parkside Financial Bank & Trust,,Active,,NAME:*PARKSIDE\ FINANCIAL\ BANK\ TRUST*,
Parkvale Savings,Parkvale Savings Bank,Parkvale Savings Bank,,Active,,NAME:*PARKVALE\ SAVINGS\ BANK*,
Parkway Bank & Trust,Parkway Bank & Trust,Parkway Bank & Trust,,Active,,NAME:*PARKWAY\ BANK\ TRUST*,
Red River Bank,Red River Bank,Red River Bank,,Active,,NAME:*RED\ RIVER\ BANK*,
North Shore Community Bank & Trust Co,North Shore Community Bank & Trust Company,North Shore Community Bank Trust Co,,Active,,NAME:*NORTH\ SHORE\ COMMUNITY\ BANK\ TRUST\ CO*,
North Valley Bank,North Valley Bank,North Valley Bank,,Active,,NAME:*NORTH\ VALLEY\ BANK*,
NorthWestern Corp,NorthWestern Corporation,NorthWestern,,Active,,NAME:*NORTHWESTERN*,
Northbrook Bank & Trust Co,Northbrook Bank & Trust Company,Northbrook Bank Trust Co,,Active,,NAME:*NORTHBROOK\ BANK\ TRUST\ CO*,
Northern Trust,Northern Trust,Northern Trust,,Active,,NAME:*NORTHERN\ TRUST*,
Northern Trust Bank of Florida NA,"Northern Trust Bank of Florida, N.A.",Northern Trust Bank of Florida,,Active,,NAME:*NORTHERN\ TRUST\ BANK\ OF\ FLORIDA*,
Northern Trust Co,Northern Trust Company,Northern Trust Co,,Active,,NAME:*NORTHERN\ TRUST\ CO*,
Northern Trust Corp,Northern Trust Corporation,Northern Trust,,Active,,NAME:*NORTHERN\ TRUST*,
Northfield Bank,Northfield Bank,Northfield Bank,,Active,,NAME:*NORTHFIELD\ BANK*,
Northrim Bank,Northrim Bank,Northrim Bank,,Active,,NAME:*NORTHRIM\ BANK*,
Northstar Bank,Northstar Bank,Northstar Bank,,Active,,NAME:*NORTHSTAR\ BANK*,
Northwest Bank & Trust Co,Northwest Bank & Trust Company,Northwest Bank Trust Co,,Active,,NAME:*NORTHWEST\ BANK\ TRUST\ CO*,
Northwest Farm Credit Services,Northwest Farm Credit Services,Northwest Farm Credit Services,,Active,,NAME:*NORTHWEST\ FARM\ CREDIT\ SERVICES*,
Northwest Farm Credit Services ACA,Northwest Farm Credit Services ACA,Northwest Farm Credit Services ACA,,Active,,NAME:*NORTHWEST\ FARM\ CREDIT\ SERVICES\ ACA*,
Origin Bank,Origin Bank,Origin Bank,,Active,,NAME:*ORIGIN\ BANK*,
Orrstown Bank,Orrstown Bank,Orrstown Bank,,Active,,NAME:*ORRSTOWN\ BANK*,
Otkritie Holding JSC [ex-Nomos Bank],Otkritie Holding JSC,Otkritie Holding JSC,Nomos Bank,Failed,,NAME:*OTKRITIE\ HOLDING\ JSC*,NAME:*NOMOS\ BANK*
Oxford Bank,Oxford Bank,Oxford Bank,,Active,,NAME:*OXFORD\ BANK*,
Ozark Mountain Bank,Ozark Mountain Bank,Ozark Mountain Bank,,Active,,NAME:*OZARK\ MOUNTAIN\ BANK*,
PBI Bank,PBI Bank,PBI Bank,,Active,,NAME:*PBI\ BANK*,
PNC Bank,PNC Bank,PNC Bank,,Active,,NAME:*PNC\ BANK*,
PNC Bank NA,"PNC Bank, N.A.",PNC Bank,,Active,,NAME:*PNC\ BANK*,
Northwest Savings Bank,Northwest Savings Bank,Northwest Savings Bank,,Active,,NAME:*NORTHWEST\ SAVINGS\ BANK*,
OK Saving Bank,OK Savings Bank,OK Savings Bank,,Active,,NAME:*OK\ SAVINGS\ BANK*,
ORIX Financial Services Inc,ORIX Financial Services Inc,ORIX Financial Services,,Active,,NAME:*ORIX\ FINANCIAL\ SERVICES*,
ORIX Trust & Banking Corp,ORIX Trust & Banking Corporation,ORIX Trust & Banking,,Active,,NAME:*ORIX\ TRUST\ BANKING*,
ORIX USA Corp,ORIX USA Corporation,ORIX USA,,Active,,NAME:*ORIX\ USA*,
Oak Bank,Oak Bank,Oak Bank,,Active,,NAME:*OAK\ BANK*,
Oak Brook Bank,Oak Brook Bank,Oak Brook Bank,,Active,,NAME:*OAK\ BROOK\ BANK*,
Oak Hill Bank,Oak Hill Bank,Oak Hill Bank,,Active,,NAME:*OAK\ HILL\ BANK*,
Penn Security Bank & Trust,Penn Security Bank & Trust,Penn Security Bank Trust,,Active,,NAME:*PENN\ SECURITY\ BANK\ TRUST*,
PennStar Bank,PennStar Bank,PennStar Bank,,Active,,NAME:*PENNSTAR\ BANK*,
Pennsville National Bank,Pennsville National Bank,Pennsville National Bank,,Active,,NAME:*PENNSVILLE\ NATIONAL\ BANK*,
People First Bank,People First Bank,People First Bank,,Active,,NAME:*PEOPLE\ FIRST\ BANK*,
People's Bank,People's Bank,Peoples Bank,,Active,,NAME:*PEOPLES\ BANK*,
People's Trust Bank,People's Trust Bank,Peoples Trust Bank,,Active,,NAME:*PEOPLES\ TRUST\ BANK*,
People's United Bank,People's United Bank,Peoples United Bank,,Active,,NAME:*PEOPLES\ UNITED\ BANK*,
Peoples Bancorp,Peoples Bancorp,Peoples Bancorp,,Active,,NAME:*PEOPLES\ BANCORP*,
Peoples Bank,Peoples Bank,Peoples Bank,,Active,,NAME:*PEOPLES\ BANK*,
Peoples Bank & Trust Co,Peoples Bank & Trust Co,Peoples Bank Trust Co,,Active,,NAME:*PEOPLES\ BANK\ TRUST\ CO*,
Peoples Bank NA,Peoples Bank National Association,Peoples Bank,,Active,,NAME:*PEOPLES\ BANK*,
Peoples Bank of Indiana,Peoples Bank of Indiana,Peoples Bank of Indiana,,Active,,NAME:*PEOPLES\ BANK\ OF\ INDIANA*,
Peoples Heritage Savings Bank,Peoples Heritage Savings Bank,Peoples Heritage Savings Bank,,Active,,NAME:*PEOPLES\ HERITAGE\ SAVINGS\ BANK*,
Piedmont Bank,Piedmont Bank,Piedmont Bank,,Active,,NAME:*PIEDMONT\ BANK*,
RBS Citizens NA,RBS Citizens National Association,RBS Citizens,,Acquired,,NAME:*RBS\ CITIZENS*,
RCB Bank Ltd,RCB Bank Ltd,RCB Bank,,Active,,NAME:*RCB\ BANK*,
Rabo Agrifinance Inc,Rabobank Agrifinance Inc,Rabobank Agrifinance,,Active,,NAME:*RABOBANK\ AGRIFINANCE*,
Rabobank NA,Rabobank National Association,Rabobank,,Active,,NAME:*RABOBANK*,
Rabobank New York,Rabobank New York,Rabobank New York,,Active,,NAME:*RABOBANK\ NEW\ YORK*,
Radius Bank,Radius Bank,Radius Bank,,Acquired,,NAME:*RADIUS\ BANK*,
Raiffeisen International Bank-Holding AG [RIBH],Raiffeisen International Bank-Holding AG,Raiffeisen International Bank Holding,,Active,,NAME:*RAIFFEISEN\ INTERNATIONAL\ BANK\ HOLDING*,
Raymond James Bank FSB,Raymond James Bank Federal Savings Bank,Raymond James Bank FSB,,Active,,NAME:*RAYMOND\ JAMES\ BANK\ FSB*,
Raymond James Bank NA,Raymond James Bank National Association,Raymond James Bank,,Active,,NAME:*RAYMOND\ JAMES\ BANK*,
Raymond James Financial Inc,Raymond James Financial Inc,Raymond James Financial,,Active,,NAME:*RAYMOND\ JAMES\ FINANCIAL*,
Pinebank,Pinebank,Pinebank,,Active,,NAME:*PINEBANK*,
Pinnacle Bancorp,Pinnacle Bancorp,Pinnacle Bancorp,,Active,,NAME:*PINNACLE\ BANCORP*,
Pinnacle Bank,Pinnacle Bank,Pinnacle Bank,,Active,,NAME:*PINNACLE\ BANK*,
Pinnacle National Bank,Pinnacle National Bank,Pinnacle National Bank,,Active,,NAME:*PINNACLE\ NATIONAL\ BANK*,
Pioneer Bank,Pioneer Bank,Pioneer Bank,,Active,,NAME:*PIONEER\ BANK*,
Pioneer Bank (Kentucky),Pioneer Bank,Pioneer Bank,,Active,,NAME:*PIONEER\ BANK*,
Santander Central Hispano SA [ex-Banco Santander SA],Santander Central Hispano SA,Santander Central Hispano,Banco Santander SA,Acquired,,NAME:*SANTANDER\ CENTRAL\ HISPANO*,NAME:*BANCO\ SANTANDER\ SA*
Santander Consumer Bank AG,Santander Consumer Bank AG,Santander Consumer Bank,,Active,,NAME:*SANTANDER\ CONSUMER\ BANK*,
Sumitomo Bank,Sumitomo Bank,Sumitomo Bank,,Acquired,,NAME:*SUMITOMO\ BANK*,
Sumitomo Mitsui Banking Corp,Sumitomo Mitsui Banking Corp,Sumitomo Mitsui Banking,,Active,,NAME:*SUMITOMO\ MITSUI\ BANKING*,
Sumitomo Mitsui Financial Group Inc,Sumitomo Mitsui Financial Group Inc,Sumitomo Mitsui Financial Group,,Active,,NAME:*SUMITOMO\ MITSUI\ FINANCIAL\ GROUP*,
Sumitomo Mitsui Trust Bank Ltd,Sumitomo Mitsui Trust Bank Ltd,Sumitomo Mitsui Trust Bank,,Active,,NAME:*SUMITOMO\ MITSUI\ TRUST\ BANK*,
Sumitomo Mitsui Trust Holdings Inc,Sumitomo Mitsui Trust Holdings Inc,Sumitomo Mitsui Trust Holdings,,Active,,NAME:*SUMITOMO\ MITSUI\ TRUST\ HOLDINGS*,
Sumitomo Trust & Banking Co Los Angeles,Sumitomo Trust & Banking Co,Sumitomo Trust & Banking,,Acquired,,NAME:*SUMITOMO\ TRUST\ BANKING*,
Sumitomo Trust & Banking Co Ltd,Sumitomo Trust & Banking Co Ltd,Sumitomo Trust & Banking,,Acquired,,NAME:*SUMITOMO\ TRUST\ BANKING*,
Summit Bank,Summit Bank,Summit Bank,,Active,,NAME:*SUMMIT\ BANK*,
Summit Community Bank,Summit Community Bank,Summit Community Bank,,Active,,NAME:*SUMMIT\ COMMUNITY\ BANK*,
Sun Commercial Bank Ltd,Sun Commercial Bank Ltd,Sun Commercial Bank,,Active,,NAME:*SUN\ COMMERCIAL\ BANK*,
