original,status,successor,search_query,notes,Found,Match_Count,Match1_Name,Match1_CERT,Match1_RSSD,Match1_Status,Match1_Asset,Match1_State,Match1_Address,Match1_City,Match1_Zip,Match1_SimScore,Match2_Name,Match2_CERT,Match2_RSSD,Match2_Status,Match2_Asset,Match2_State,Match2_Address,Match2_City,Match2_Zip,Match2_SimScore
Old National Bank,Active,Old National Bank,Old*National*Bank*,Active.,True,3,Old National Bank,3832,208244,Active,70996954.0,IN,1 Main St,Evansville,47708,1.00,Old Second National Bank,3603,936136,Active,6981757.0,IL,37 S River St,Aurora,60506,0.80
Old Second Bancorp,Active,Old Second Bancorp,Old*Second*Bancorp*,Input cleaned (removed Inc). Active holding company.,False,0,,,,,,,,,,,,,,,,,,,,
Old Second Bank,Active,Old Second Bank,Old*Second*Bank*,Active.,True,3,Old Second National Bank,3603,936136,Active,6981757.0,IL,37 S River St,Aurora,60506,0.83,Old Second Bank-Kane County,5738,582234,Inactive,418827.0,IL,749 North Main Street,Elburn,60119,0.79
Old Second National Bank,Active,Old Second National Bank,Old*Second*National*Bank*,Active.,True,1,Old Second National Bank,3603,936136,Active,6981757.0,IL,37 S River St,Aurora,60506,1.00,,,,,,,,,,
One National Bank,Active,One National Bank,One*National*Bank*,Active.,True,3,Oneida National Bank,7332,261913,Inactive,967544.0,NY,268 Genessee Street,Utica,13502,0.90,One National Bank of Little Rock,24651,766276,Inactive,38229.0,AR,400 South Louisiana Street,Little Rock,72201,0.65
Oriental Bank,Acquired,FirstBank Puerto Rico,(Oriental*Bank* OR FirstBank*Puerto*Rico*),Acquired 2020 by FirstBank Puerto Rico.,True,2,Oriental Bank,31469,245276,Active,12132496.0,PR,254 Munoz Rivera,San Juan,00918,1.00,FirstBank Puerto Rico,30387,510871,Active,19300144.0,PR,1519 Ave Ponce De Leon,Santurce,00909,0.35
Origin Bank,Active,Origin Bank,Origin*Bank*,Active.,True,1,Origin Bank,12614,667757,Active,9688625.0,LA,3921 Elm St,Choudrant,71227,1.00,,,,,,,,,,
PNC Bank,Active,PNC Bank,PNC*Bank*,Active national bank.,True,10,PNC National Bank,34425,2524331,Inactive,3150630.0,DE,"300 Bellevue Parkway, Suite 200",Wilmington,19809,0.73,"PNC Bank, National Association",6384,817824,Active,563953196.0,DE,222 Delaware Ave,Wilmington,19801,0.47
PNC Bank,Active,PNC Bank,PNC*Bank*,Input cleaned (removed NA). Active.,True,10,PNC National Bank,34425,2524331,Inactive,3150630.0,DE,"300 Bellevue Parkway, Suite 200",Wilmington,19809,0.73,"PNC Bank, National Association",6384,817824,Active,563953196.0,DE,222 Delaware Ave,Wilmington,19801,0.47
Pacific Mercantile Bank,Active,Pacific Mercantile Bank,Pacific*Mercantile*Bank*,Active.,True,1,Pacific Mercantile Bank,34940,2717012,Inactive,1490319.0,CA,"949 South Coast Drive, 3rd. Floor",Costa Mesa,92626,1.00,,,,,,,,,,
Pacific Premier Bank,Active,Pacific Premier Bank,Pacific*Premier*Bank*,Active.,True,1,"Pacific Premier Bank, National Association",32172,431172,Inactive,17783977.0,CA,17901 Von Karman Ave,Irvine,92614,0.69,,,,,,,,,,
Pacific Western Bank,Acquired,Banc of California,(Pacific*Western*Bank* OR Banc*of*California*),Acquired 2023 by Banc of California.,True,5,Pacific Western Bank,1544,356864,Inactive,1059421.0,CA,333 West Santa Clara Street,San Jose,95113,1.00,Banc of California,24045,494261,Active,33923978.0,CA,11611 San Vicente Blvd,Los Angeles,90049,0.16
Palatine Bank & Trust,Active,Palatine Bank & Trust,Palatine*Bank*&*Trust*,Input cleaned (removed [PBT]). Active.,False,0,,,,,,,,,,,,,,,,,,,,
Park National Bank,Active,Park National Bank,Park*National*Bank*,Active.,True,10,Park National Bank,11677,15536,Inactive,4680881.0,IL,801 North Clark Street,Chicago,60610,1.00,Park National Bank and Trust of Chicago,16935,90234,Inactive,276546.0,IL,2958 North Milwaukee Avenue,Chicago,60618,0.59
People's Bank,Acquired,Webster Bank,(People's*Bank* OR Webster*Bank*),Acquired 2022 by Webster Bank (CT).,True,5,People's Bank of Commerce,34685,2661861,Active,810393.0,OR,1528 Biddle Rd,Medford,97504,0.73,"Webster Bank, National Association",18221,761806,Active,83097405.0,CT,1959 Summer St,Stamford,06905,0.33
People's Trust Bank,Active,People's Trust Bank,People's*Trust*Bank*,Active.,True,10,PeoplesTrust Bank,57569,3282012,Active,194883.0,AL,1281 Military St S,Hamilton,35570,0.97,Peoples Security Bank and Trust Company,7514,278818,Active,5151903.0,PA,100 S Blakely St,Dunmore,18512,0.53
People's United Bank,Acquired,M&T Bank,(People's*United*Bank* OR M&T*Bank*),Acquired 2022 by M&T Bank.,True,1,"People's United Bank, National Association",27334,613307,Inactive,62773810.0,CT,850 Main St,Bridgeport,06604,0.68,,,,,,,,,,
